Orthogroup	PFEIFFER_annot	SC_annot	SIM_annot
OG0000738	lcl|BK010829.1_prot_DAC77349.1_20	SC_00565	SC_01150
OG0000739	lcl|BK010829.1_prot_DAC77358.1_29	SC_00572	SC_01146
OG0000740	lcl|BK010829.1_prot_DAC77359.1_30	SC_00576	SC_01145
OG0000741	lcl|BK010829.1_prot_DAC77360.1_31	SC_00577	SC_01144
OG0000742	lcl|BK010829.1_prot_32	SC_00578	SC_01143
OG0000743	lcl|BK010829.1_prot_DAC77361.1_33	SC_00580	SC_01140
OG0000744	lcl|BK010829.1_prot_34	SC_00581	SC_01139
OG0000745	lcl|BK010829.1_prot_DAC77362.1_35	SC_00582	SC_01138
OG0000746	lcl|BK010829.1_prot_DAC77364.1_37	SC_00584	SC_01137
OG0000747	lcl|BK010829.1_prot_DAC77365.1_39	SC_00585	SC_01136
OG0000748	lcl|BK010829.1_prot_DAC77367.1_41	SC_00586	SC_01134
OG0000749	lcl|BK010829.1_prot_DAC77373.1_47	SC_00596	SC_01125
OG0000750	lcl|BK010829.1_prot_DAC77375.1_49	SC_00600	SC_01123
OG0000751	lcl|BK010829.1_prot_52	SC_00604	SC_01120
OG0000752	lcl|BK010829.1_prot_DAC77378.1_53	SC_00606	SC_01119
OG0000753	lcl|BK010829.1_prot_DAC77381.1_56	SC_00611	SC_01116
OG0000754	lcl|BK010829.1_prot_DAC77382.1_57	SC_00612	SC_01115
OG0000755	lcl|BK010829.1_prot_DAC77383.1_58	SC_00614	SC_01113
OG0000756	lcl|BK010829.1_prot_DAC77385.1_61	SC_00617	SC_01109
OG0000757	lcl|BK010829.1_prot_DAC77386.1_62	SC_00619	SC_01108
OG0000758	lcl|BK010829.1_prot_DAC77387.1_63	SC_00621	SC_01107
OG0000759	lcl|BK010829.1_prot_DAC77390.1_66	SC_00627	SC_01099
OG0000760	lcl|BK010829.1_prot_DAC77391.1_67	SC_00628	SC_01097
OG0000761	lcl|BK010829.1_prot_68	SC_00629	SC_01096
OG0000762	lcl|BK010829.1_prot_DAC77394.1_73	SC_00633	SC_01092
OG0000763	lcl|BK010829.1_prot_76	SC_00636	SC_01089
OG0000764	lcl|BK010829.1_prot_DAC77397.1_80	SC_00639	SC_01088
OG0000765	lcl|BK010829.1_prot_DAC77398.1_81	SC_00641	SC_01087
OG0000766	lcl|BK010829.1_prot_DAC77401.1_84	SC_00644	SC_01084
OG0000767	lcl|BK010829.1_prot_DAC77402.1_85	SC_00646	SC_01083
OG0000768	lcl|BK010829.1_prot_DAC77403.1_86	SC_00649	SC_01080
OG0000769	lcl|BK010829.1_prot_DAC77406.1_89	SC_00657	SC_01069
OG0000770	lcl|BK010829.1_prot_DAC77407.1_90	SC_00658	SC_01068
OG0000771	lcl|BK010829.1_prot_DAC77411.1_94, lcl|BK010829.1_prot_DAC78753.1_1474		SC_02422
OG0000772	lcl|BK010829.1_prot_DAC77412.1_95	SC_00665	SC_01061
OG0000773	lcl|BK010829.1_prot_DAC77413.1_96	SC_00668	SC_01058
OG0000774	lcl|BK010829.1_prot_DAC77415.1_98	SC_00670	SC_01056
OG0000775	lcl|BK010829.1_prot_DAC77416.1_99	SC_00673	SC_01055
OG0000776	lcl|BK010829.1_prot_DAC77417.1_100	SC_00675	SC_01053
OG0000777	lcl|BK010829.1_prot_DAC77418.1_101	SC_00676	SC_01051
OG0000778	lcl|BK010829.1_prot_DAC77420.1_103	SC_00682	SC_01044
OG0000779	lcl|BK010829.1_prot_DAC77421.1_104	SC_00683	SC_01042
OG0000780	lcl|BK010829.1_prot_107	SC_00686	SC_01040
OG0000781	lcl|BK010829.1_prot_DAC77424.1_110	SC_00690	SC_01037
OG0000782	lcl|BK010829.1_prot_DAC77425.1_111	SC_00691	SC_01036
OG0000783	lcl|BK010829.1_prot_DAC77428.1_114	SC_00696	SC_01030
OG0000784	lcl|BK010829.1_prot_DAC77429.1_115	SC_00697	SC_01029
OG0000785	lcl|BK010829.1_prot_DAC77430.1_116	SC_00698	SC_01028
OG0000786	lcl|BK010829.1_prot_DAC77433.1_119	SC_00702	SC_01024
OG0000787	lcl|BK010829.1_prot_DAC77437.1_123	SC_00712	SC_01018
OG0000788	lcl|BK010829.1_prot_DAC77438.1_124	SC_00713	SC_01017
OG0000789	lcl|BK010829.1_prot_DAC77439.1_125	SC_00715	SC_01016
OG0000790	lcl|BK010829.1_prot_DAC77440.1_126	SC_00717	SC_01015
OG0000791	lcl|BK010829.1_prot_DAC77442.1_128	SC_00723	SC_01011
OG0000792	lcl|BK010829.1_prot_DAC77444.1_130	SC_00727	SC_01009
OG0000793	lcl|BK010829.1_prot_DAC77445.1_131	SC_00728	SC_01008
OG0000794	lcl|BK010829.1_prot_133	SC_00732	SC_01005
OG0000795	lcl|BK010829.1_prot_DAC77449.1_137	SC_00735	SC_01001
OG0000796	lcl|BK010829.1_prot_DAC77451.1_139	SC_00736	SC_01000
OG0000797	lcl|BK010829.1_prot_DAC77452.1_140	SC_00737	SC_00999
OG0000798	lcl|BK010829.1_prot_142	SC_00740	SC_00996
OG0000799	lcl|BK010829.1_prot_DAC77455.1_144	SC_00747	SC_00993
OG0000800	lcl|BK010829.1_prot_DAC77456.1_145	SC_00748	SC_00991
OG0000801	lcl|BK010829.1_prot_DAC77457.1_146	SC_00749	SC_00990
OG0000802	lcl|BK010829.1_prot_DAC77459.1_148	SC_00752	SC_00987
OG0000803	lcl|BK010829.1_prot_DAC77460.1_149	SC_00755	SC_00984
OG0000804	lcl|BK010829.1_prot_DAC77463.1_152	SC_00762	SC_00976
OG0000805	lcl|BK010829.1_prot_DAC77464.1_153	SC_00765	SC_00973
OG0000806	lcl|BK010829.1_prot_DAC77466.1_155	SC_00769	SC_00970
OG0000807	lcl|BK010829.1_prot_DAC77468.1_157	SC_00772	SC_00962
OG0000808	lcl|BK010829.1_prot_DAC77469.1_158	SC_00777	SC_00955
OG0000809	lcl|BK010829.1_prot_DAC77470.1_159	SC_00779	SC_00953
OG0000810	lcl|BK010829.1_prot_DAC77472.1_161	SC_00780	SC_00951
OG0000811	lcl|BK010829.1_prot_DAC77473.1_162	SC_00781	SC_00950
OG0000812	lcl|BK010829.1_prot_DAC77474.1_163	SC_00782	SC_00949
OG0000813	lcl|BK010829.1_prot_DAC77475.1_164	SC_00784	SC_00947
OG0000814	lcl|BK010829.1_prot_DAC77478.1_167	SC_00795	SC_00935
OG0000815	lcl|BK010829.1_prot_DAC77479.1_168	SC_00797	SC_00933
OG0000816	lcl|BK010829.1_prot_DAC77481.1_170	SC_00801	SC_00929
OG0000817	lcl|BK010829.1_prot_DAC77482.1_171	SC_00802	SC_00927
OG0000818	lcl|BK010829.1_prot_DAC77484.1_173	SC_00806	SC_00924
OG0000819	lcl|BK010829.1_prot_DAC77485.1_174	SC_00807	SC_00923
OG0000820	lcl|BK010829.1_prot_DAC77487.1_176	SC_00810	SC_00919
OG0000821	lcl|BK010829.1_prot_DAC77488.1_177	SC_00811	SC_00918
OG0000822	lcl|BK010829.1_prot_DAC77489.1_178	SC_00813	SC_00917
OG0000823	lcl|BK010829.1_prot_DAC77490.1_179	SC_00816	SC_00915
OG0000824	lcl|BK010829.1_prot_DAC77491.1_180	SC_00819	SC_00912
OG0000825	lcl|BK010829.1_prot_DAC77492.1_181	SC_00821	SC_00910
OG0000826	lcl|BK010829.1_prot_183	SC_00823	SC_00905
OG0000827	lcl|BK010829.1_prot_DAC77494.1_184	SC_00824	SC_00904
OG0000828	lcl|BK010829.1_prot_DAC77497.1_187	SC_00827	SC_00902
OG0000829	lcl|BK010829.1_prot_DAC77499.1_189	SC_00828	SC_00900
OG0000830	lcl|BK010829.1_prot_192	SC_00830	SC_00896
OG0000831	lcl|BK010829.1_prot_DAC77503.1_195	SC_00834	SC_00892
OG0000832	lcl|BK010829.1_prot_DAC77507.1_201	SC_00841	SC_00887
OG0000833	lcl|BK010829.1_prot_DAC77509.1_203	SC_00843	SC_00884
OG0000834	lcl|BK010829.1_prot_DAC77514.1_208	SC_00851	SC_00874
OG0000835	lcl|BK010829.1_prot_DAC77516.1_210	SC_00858	SC_00868
OG0000836	lcl|BK010829.1_prot_DAC77518.1_212	SC_00859	SC_00864
OG0000837	lcl|BK010829.1_prot_DAC77520.1_214	SC_00863	SC_00860
OG0000838	lcl|BK010829.1_prot_DAC77521.1_215	SC_00864	SC_00859
OG0000839	lcl|BK010829.1_prot_DAC77522.1_216	SC_00866	SC_00858
OG0000840	lcl|BK010829.1_prot_DAC77524.1_218	SC_00868	SC_00857
OG0000841	lcl|BK010829.1_prot_DAC77525.1_219	SC_00869	SC_00856
OG0000842	lcl|BK010829.1_prot_DAC77528.1_222	SC_00871	SC_00852
OG0000843	lcl|BK010829.1_prot_DAC77530.1_224	SC_00874	SC_00850
OG0000844	lcl|BK010829.1_prot_DAC77531.1_225	SC_00875	SC_00849
OG0000845	lcl|BK010829.1_prot_DAC77537.1_231	SC_00886	SC_00837
OG0000846	lcl|BK010829.1_prot_DAC77541.1_235	SC_00891	SC_00832
OG0000847	lcl|BK010829.1_prot_DAC77544.1_238	SC_00896	SC_00829
OG0000848	lcl|BK010829.1_prot_DAC77547.1_241	SC_00903	SC_00823
OG0000849	lcl|BK010829.1_prot_DAC77550.1_244	SC_00910	SC_00817
OG0000850	lcl|BK010829.1_prot_DAC77552.1_246	SC_00913	SC_00815
OG0000851	lcl|BK010829.1_prot_DAC77553.1_247	SC_00914	SC_00813
OG0000852	lcl|BK010829.1_prot_DAC77557.1_251	SC_00920	SC_00808
OG0000853	lcl|BK010829.1_prot_DAC77558.1_252	SC_00921	SC_00807
OG0000854	lcl|BK010829.1_prot_DAC77559.1_253	SC_00923	SC_00806
OG0000855	lcl|BK010829.1_prot_DAC77561.1_255	SC_00924	SC_00805
OG0000856	lcl|BK010829.1_prot_DAC77562.1_256	SC_00925	SC_00801
OG0000857	lcl|BK010829.1_prot_DAC77563.1_257	SC_00926	SC_00800
OG0000858	lcl|BK010829.1_prot_DAC77564.1_258	SC_00927	SC_00799
OG0000859	lcl|BK010829.1_prot_DAC77566.1_260	SC_00928	SC_00798
OG0000860	lcl|BK010829.1_prot_DAC77567.1_261	SC_00929	SC_00797
OG0000861	lcl|BK010829.1_prot_DAC77568.1_262	SC_00930	SC_00796
OG0000862	lcl|BK010829.1_prot_DAC77572.1_266	SC_00934	SC_00789
OG0000863	lcl|BK010829.1_prot_DAC77573.1_267	SC_00935	SC_00787
OG0000864	lcl|BK010829.1_prot_DAC77574.1_268	SC_00937	SC_00786
OG0000865	lcl|BK010829.1_prot_DAC77578.1_272	SC_00944	SC_00775
OG0000866	lcl|BK010829.1_prot_DAC77579.1_273	SC_00945	SC_00772
OG0000867	lcl|BK010829.1_prot_DAC77580.1_274	SC_00948	SC_00771
OG0000868	lcl|BK010829.1_prot_DAC77581.1_275	SC_00950	SC_00770
OG0000869	lcl|BK010829.1_prot_DAC77583.1_277	SC_00951	SC_00767
OG0000870	lcl|BK010829.1_prot_DAC77584.1_278	SC_00953	SC_00766
OG0000871	lcl|BK010829.1_prot_DAC77589.1_283	SC_00964	SC_00758
OG0000872	lcl|BK010829.1_prot_DAC77590.1_284	SC_00965	SC_00757
OG0000873	lcl|BK010829.1_prot_DAC77592.1_286	SC_00969	SC_00752
OG0000874	lcl|BK010829.1_prot_DAC77594.1_288	SC_00971	SC_00749
OG0000875	lcl|BK010829.1_prot_DAC77596.1_290	SC_00979	SC_00742
OG0000876	lcl|BK010829.1_prot_DAC77599.1_293	SC_00988	SC_00734
OG0000877	lcl|BK010829.1_prot_DAC77601.1_295	SC_00994	SC_00730
OG0000878	lcl|BK010829.1_prot_296	SC_00995	SC_00728
OG0000879	lcl|BK010829.1_prot_298	SC_00998	SC_00726
OG0000880	lcl|BK010829.1_prot_DAC77604.1_300	SC_01001	SC_00725
OG0000881	lcl|BK010829.1_prot_DAC77606.1_302	SC_01010	SC_00721
OG0000882	lcl|BK010829.1_prot_DAC77610.1_306	SC_01017	SC_00714
OG0000883	lcl|BK010829.1_prot_DAC77613.1_309	SC_01022	SC_00705
OG0000884	lcl|BK010829.1_prot_DAC77614.1_310	SC_01023	SC_00704
OG0000885	lcl|BK010829.1_prot_DAC77620.1_316	SC_01031	SC_00696
OG0000886	lcl|BK010829.1_prot_DAC77622.1_318	SC_01033	SC_00693
OG0000887	lcl|BK010829.1_prot_DAC77624.1_320	SC_01036	SC_00690
OG0000888	lcl|BK010829.1_prot_DAC77625.1_321	SC_01038	SC_00689
OG0000889	lcl|BK010829.1_prot_DAC77626.1_322	SC_01039	SC_00688
OG0000890	lcl|BK010829.1_prot_DAC77627.1_323	SC_01040	SC_00686
OG0000891	lcl|BK010829.1_prot_DAC77628.1_324	SC_01043	SC_00684
OG0000892	lcl|BK010829.1_prot_DAC77629.1_325	SC_01045	SC_00683
OG0000893	lcl|BK010829.1_prot_DAC77630.1_326	SC_01046	SC_00682
OG0000894	lcl|BK010829.1_prot_DAC77631.1_327	SC_01048	SC_00681
OG0000895	lcl|BK010829.1_prot_DAC77632.1_328	SC_01051	SC_00679
OG0000896	lcl|BK010829.1_prot_DAC77634.1_330	SC_01054	SC_00675
OG0000897	lcl|BK010829.1_prot_DAC77635.1_331	SC_01055	SC_00674
OG0000898	lcl|BK010829.1_prot_DAC77638.1_334	SC_01060	SC_00671
OG0000899	lcl|BK010829.1_prot_DAC77639.1_335	SC_01061	SC_00670
OG0000900	lcl|BK010829.1_prot_DAC77641.1_337	SC_01065	SC_00667
OG0000901	lcl|BK010829.1_prot_DAC77642.1_338	SC_01067	SC_00666
OG0000902	lcl|BK010829.1_prot_DAC77643.1_339	SC_01070	SC_00664
OG0000903	lcl|BK010829.1_prot_DAC77644.1_340	SC_01071	SC_00663
OG0000904	lcl|BK010829.1_prot_DAC77645.1_341	SC_01073	SC_00661
OG0000905	lcl|BK010829.1_prot_DAC77646.1_342	SC_01074	SC_00660
OG0000906	lcl|BK010829.1_prot_DAC77647.1_343	SC_01076	SC_00659
OG0000907	lcl|BK010829.1_prot_DAC77651.1_347	SC_01084	SC_00651
OG0000908	lcl|BK010829.1_prot_DAC77652.1_348	SC_01085	SC_00649
OG0000909	lcl|BK010829.1_prot_DAC77653.1_349	SC_01086	SC_00648
OG0000910	lcl|BK010829.1_prot_DAC77654.1_350	SC_01087	SC_00643
OG0000911	lcl|BK010829.1_prot_DAC77656.1_352	SC_01090	SC_00641
OG0000912	lcl|BK010829.1_prot_DAC77659.1_355	SC_01100	SC_00633
OG0000913	lcl|BK010829.1_prot_DAC77660.1_356	SC_01103	SC_00630
OG0000914	lcl|BK010829.1_prot_DAC77662.1_358	SC_01110	SC_00627
OG0000915	lcl|BK010829.1_prot_DAC77664.1_360	SC_01112	SC_00623
OG0000916	lcl|BK010829.1_prot_DAC77666.1_362	SC_01114	SC_00618
OG0000917	lcl|BK010829.1_prot_DAC77668.1_364	SC_01115	SC_00615
OG0000918	lcl|BK010829.1_prot_DAC77669.1_365	SC_01116	SC_00614
OG0000919	lcl|BK010829.1_prot_DAC77670.1_366	SC_01117	SC_00613
OG0000920	lcl|BK010829.1_prot_DAC77672.1_368	SC_01122	SC_00610
OG0000921	lcl|BK010829.1_prot_DAC77673.1_369	SC_01123	SC_00609
OG0000922	lcl|BK010829.1_prot_DAC77674.1_370, lcl|BK010829.1_prot_DAC77710.1_407		SC_04130
OG0000923	lcl|BK010829.1_prot_DAC77677.1_373	SC_01127	SC_00605
OG0000924	lcl|BK010829.1_prot_DAC77679.1_375	SC_01135	SC_00599
OG0000925	lcl|BK010829.1_prot_DAC77680.1_376	SC_01136	SC_00597
OG0000926	lcl|BK010829.1_prot_DAC77685.1_381	SC_01147	SC_04174
OG0000927	lcl|BK010829.1_prot_DAC77686.1_382	SC_01150	SC_04172
OG0000928	lcl|BK010829.1_prot_DAC77689.1_385	SC_01152	SC_04166
OG0000929	lcl|BK010829.1_prot_DAC77691.1_387	SC_01155	SC_04162
OG0000930	lcl|BK010829.1_prot_DAC77692.1_388	SC_01159	SC_04158
OG0000931	lcl|BK010829.1_prot_DAC77693.1_389	SC_01160	SC_04157
OG0000932	lcl|BK010829.1_prot_DAC77694.1_390	SC_01164	SC_04154
OG0000933	lcl|BK010829.1_prot_DAC77695.1_391	SC_01165	SC_04153
OG0000934	lcl|BK010829.1_prot_DAC77696.1_392	SC_01168	SC_04151
OG0000935	lcl|BK010829.1_prot_DAC77697.1_393	SC_01170	SC_04150
OG0000936	lcl|BK010829.1_prot_DAC77698.1_394	SC_01171	SC_04149
OG0000937	lcl|BK010829.1_prot_DAC77701.1_397	SC_01175	SC_04145
OG0000938	lcl|BK010829.1_prot_DAC77702.1_398	SC_01177	SC_04144
OG0000939	lcl|BK010829.1_prot_DAC77704.1_400	SC_01181	SC_04139
OG0000940	lcl|BK010829.1_prot_DAC77706.1_402	SC_01183	SC_04137
OG0000941	lcl|BK010829.1_prot_DAC77708.1_405	SC_01184	SC_04134
OG0000942	lcl|BK010829.1_prot_DAC77709.1_406	SC_01186	SC_04131
OG0000943	lcl|BK010829.1_prot_DAC77711.1_408	SC_01187	SC_04129
OG0000944	lcl|BK010829.1_prot_DAC77712.1_409	SC_01188	SC_04128
OG0000945	lcl|BK010829.1_prot_DAC77714.1_412	SC_01192	SC_04122
OG0000946	lcl|BK010829.1_prot_DAC77715.1_413	SC_01195	SC_04119
OG0000947	lcl|BK010829.1_prot_DAC77717.1_415	SC_01200	SC_04114
OG0000948	lcl|BK010829.1_prot_DAC77721.1_419	SC_01203	SC_04110
OG0000949	lcl|BK010829.1_prot_DAC77723.1_421	SC_01207	SC_04106
OG0000950	lcl|BK010829.1_prot_DAC77724.1_422	SC_01208	SC_04104
OG0000951	lcl|BK010829.1_prot_DAC77725.1_423	SC_01210	SC_04102
OG0000952	lcl|BK010829.1_prot_DAC77726.1_424	SC_01211	SC_04100
OG0000953	lcl|BK010829.1_prot_DAC77729.1_427	SC_01215	SC_04094
OG0000954	lcl|BK010829.1_prot_DAC77730.1_428	SC_01218	SC_04090
OG0000955	lcl|BK010829.1_prot_DAC77731.1_429	SC_01219	SC_04089
OG0000956	lcl|BK010829.1_prot_DAC77732.1_430	SC_01220	SC_04088
OG0000957	lcl|BK010829.1_prot_DAC77733.1_431	SC_01222	SC_04086
OG0000958	lcl|BK010829.1_prot_DAC77736.1_434	SC_01225	SC_04083
OG0000959	lcl|BK010829.1_prot_DAC77737.1_435	SC_01226	SC_04082
OG0000960	lcl|BK010829.1_prot_DAC77740.1_438	SC_01234	SC_04077
OG0000961	lcl|BK010829.1_prot_DAC77742.1_440	SC_01237	SC_04072
OG0000962	lcl|BK010829.1_prot_DAC77744.1_442	SC_01239	SC_04071
OG0000963	lcl|BK010829.1_prot_DAC77747.1_445	SC_01245	SC_04067
OG0000964	lcl|BK010829.1_prot_DAC77748.1_446	SC_01247	SC_04065
OG0000965	lcl|BK010829.1_prot_DAC77749.1_447	SC_01251	SC_04062
OG0000966	lcl|BK010829.1_prot_DAC77750.1_448	SC_01253	SC_04061
OG0000967	lcl|BK010829.1_prot_DAC77751.1_449	SC_01255	SC_04060
OG0000968	lcl|BK010829.1_prot_DAC77757.1_455	SC_01262	SC_04054
OG0000969	lcl|BK010829.1_prot_DAC77758.1_456	SC_01264	SC_04053
OG0000970	lcl|BK010829.1_prot_DAC77759.1_457	SC_01266	SC_04051
OG0000971	lcl|BK010829.1_prot_DAC77760.1_458	SC_01268	SC_04049
OG0000972	lcl|BK010829.1_prot_DAC77761.1_459	SC_01273	SC_04047
OG0000973	lcl|BK010829.1_prot_DAC77762.1_460	SC_01274	SC_04045
OG0000974	lcl|BK010829.1_prot_DAC77763.1_461	SC_01276	SC_04044
OG0000975	lcl|BK010829.1_prot_DAC77766.1_464	SC_01283	SC_04038
OG0000976	lcl|BK010829.1_prot_DAC77768.1_466	SC_01285	SC_04037
OG0000977	lcl|BK010829.1_prot_DAC77769.1_467	SC_01286	SC_04036
OG0000978	lcl|BK010829.1_prot_DAC77770.1_468	SC_01287	SC_04035
OG0000979	lcl|BK010829.1_prot_DAC77771.1_469	SC_01289	SC_04033
OG0000980	lcl|BK010829.1_prot_DAC77773.1_471	SC_01291	SC_04031
OG0000981	lcl|BK010829.1_prot_DAC77776.1_474	SC_01295	SC_04026
OG0000982	lcl|BK010829.1_prot_DAC77779.1_477	SC_01304	SC_04017
OG0000983	lcl|BK010829.1_prot_DAC77780.1_478	SC_01307	SC_04015
OG0000984	lcl|BK010829.1_prot_DAC77782.1_480	SC_01313	SC_04011
OG0000985	lcl|BK010829.1_prot_DAC77783.1_481	SC_01314	SC_04010
OG0000986	lcl|BK010829.1_prot_DAC77785.1_483	SC_01317	SC_04008
OG0000987	lcl|BK010829.1_prot_DAC77786.1_484	SC_01318	SC_04007
OG0000988	lcl|BK010829.1_prot_DAC77790.1_488	SC_01323	SC_03999
OG0000989	lcl|BK010829.1_prot_DAC77792.1_490	SC_01326	SC_03996
OG0000990	lcl|BK010829.1_prot_DAC77793.1_491	SC_01327	SC_03994
OG0000991	lcl|BK010829.1_prot_DAC77795.1_493	SC_01330	SC_03991
OG0000992	lcl|BK010829.1_prot_DAC77796.1_494	SC_01331	SC_03990
OG0000993	lcl|BK010829.1_prot_DAC77797.1_495	SC_01332	SC_03989
OG0000994	lcl|BK010829.1_prot_DAC77798.1_496	SC_01335	SC_03987
OG0000995	lcl|BK010829.1_prot_DAC77800.1_498	SC_01339	SC_03983
OG0000996	lcl|BK010829.1_prot_DAC77801.1_499	SC_01340	SC_03982
OG0000997	lcl|BK010829.1_prot_DAC77802.1_500	SC_01341	SC_03981
OG0000998	lcl|BK010829.1_prot_DAC77803.1_501	SC_01342	SC_03980
OG0000999	lcl|BK010829.1_prot_DAC77804.1_502	SC_01343	SC_03979
OG0001000	lcl|BK010829.1_prot_DAC77807.1_505	SC_01348	SC_03973
OG0001001	lcl|BK010829.1_prot_DAC77810.1_508	SC_01349	SC_03970
OG0001002	lcl|BK010829.1_prot_DAC77812.1_510	SC_01352	SC_03967
OG0001003	lcl|BK010829.1_prot_DAC77814.1_512	SC_01356	SC_03963
OG0001004	lcl|BK010829.1_prot_DAC77816.1_514	SC_01357	SC_03961
OG0001005	lcl|BK010829.1_prot_DAC77817.1_515	SC_01358	SC_03960
OG0001006	lcl|BK010829.1_prot_DAC77821.1_521	SC_01368	SC_03954
OG0001007	lcl|BK010829.1_prot_DAC77823.1_524	SC_01373	SC_03952
OG0001008	lcl|BK010829.1_prot_DAC77824.1_525	SC_01375	SC_03950
OG0001009	lcl|BK010829.1_prot_DAC77829.1_530	SC_01385	SC_03941
OG0001010	lcl|BK010829.1_prot_DAC77831.1_532	SC_01388	SC_03938
OG0001011	lcl|BK010829.1_prot_DAC77832.1_533	SC_01391	SC_03936
OG0001012	lcl|BK010829.1_prot_DAC77834.1_535	SC_01395	SC_03935
OG0001013	lcl|BK010829.1_prot_DAC77835.1_536	SC_01397	SC_03933
OG0001014	lcl|BK010829.1_prot_DAC77836.1_537	SC_01399	SC_03932
OG0001015	lcl|BK010829.1_prot_DAC77837.1_538	SC_01401	SC_03931
OG0001016	lcl|BK010829.1_prot_DAC77838.1_539	SC_01402	SC_03929
OG0001017	lcl|BK010829.1_prot_DAC77842.1_543	SC_01411	SC_03923
OG0001018	lcl|BK010829.1_prot_DAC77843.1_544	SC_01413	SC_03921
OG0001019	lcl|BK010829.1_prot_DAC77844.1_545	SC_01415	SC_03920
OG0001020	lcl|BK010829.1_prot_DAC77846.1_547	SC_01416	SC_03915
OG0001021	lcl|BK010829.1_prot_DAC77847.1_548	SC_01417	SC_03914
OG0001022	lcl|BK010829.1_prot_DAC77848.1_549	SC_01418	SC_03913
OG0001023	lcl|BK010829.1_prot_DAC77850.1_551	SC_01420	SC_03911
OG0001024	lcl|BK010829.1_prot_DAC77852.1_553	SC_01426	SC_03906
OG0001025	lcl|BK010829.1_prot_DAC77853.1_554	SC_01430	SC_03903
OG0001026	lcl|BK010829.1_prot_DAC77854.1_555	SC_01432	SC_03900
OG0001027	lcl|BK010829.1_prot_DAC77857.1_559	SC_01438	SC_03895
OG0001028	lcl|BK010829.1_prot_DAC77859.1_561	SC_01440	SC_03893
OG0001029	lcl|BK010829.1_prot_DAC77860.1_562	SC_01443	SC_03889
OG0001030	lcl|BK010829.1_prot_DAC77861.1_563	SC_01444	SC_03888
OG0001031	lcl|BK010829.1_prot_DAC77862.1_564	SC_01447	SC_03887
OG0001032	lcl|BK010829.1_prot_DAC77863.1_565	SC_01448	SC_03886
OG0001033	lcl|BK010829.1_prot_DAC77864.1_566	SC_01449	SC_03884
OG0001034	lcl|BK010829.1_prot_DAC77865.1_567	SC_01452	SC_03882
OG0001035	lcl|BK010829.1_prot_DAC77866.1_568	SC_01453	SC_03880
OG0001036	lcl|BK010829.1_prot_DAC77868.1_570	SC_01456	SC_03878
OG0001037	lcl|BK010829.1_prot_DAC77869.1_571	SC_01458	SC_03877
OG0001038	lcl|BK010829.1_prot_DAC77870.1_572	SC_01459	SC_03876
OG0001039	lcl|BK010829.1_prot_DAC77874.1_576	SC_01466	SC_03869
OG0001040	lcl|BK010829.1_prot_DAC77875.1_577	SC_01468	SC_03868
OG0001041	lcl|BK010829.1_prot_DAC77877.1_579	SC_01472	SC_03864
OG0001042	lcl|BK010829.1_prot_DAC77878.1_580	SC_01473	SC_03863
OG0001043	lcl|BK010829.1_prot_DAC77880.1_582	SC_01476	SC_03860
OG0001044	lcl|BK010829.1_prot_DAC77881.1_583	SC_01477	SC_03859
OG0001045	lcl|BK010829.1_prot_DAC77882.1_584	SC_01479	SC_03857
OG0001046	lcl|BK010829.1_prot_DAC77883.1_585	SC_01480	SC_03856
OG0001047	lcl|BK010829.1_prot_DAC77884.1_586	SC_01481	SC_03854
OG0001048	lcl|BK010829.1_prot_DAC77885.1_587	SC_01483	SC_03852
OG0001049	lcl|BK010829.1_prot_DAC77886.1_588	SC_01486	SC_03851
OG0001050	lcl|BK010829.1_prot_DAC77888.1_590	SC_01489	SC_03849
OG0001051	lcl|BK010829.1_prot_DAC77891.1_595	SC_01496	SC_03839
OG0001052	lcl|BK010829.1_prot_DAC77893.1_597	SC_01498	SC_03837
OG0001053	lcl|BK010829.1_prot_DAC77894.1_598	SC_01501	SC_03833
OG0001054	lcl|BK010829.1_prot_DAC77895.1_599	SC_01503	SC_03832
OG0001055	lcl|BK010829.1_prot_DAC77899.1_603	SC_01509	SC_03828
OG0001056	lcl|BK010829.1_prot_DAC77900.1_604	SC_01514	SC_03823
OG0001057	lcl|BK010829.1_prot_DAC77901.1_605	SC_01515	SC_03822
OG0001058	lcl|BK010829.1_prot_DAC77903.1_607	SC_01517	SC_03819
OG0001059	lcl|BK010829.1_prot_DAC77904.1_608	SC_01518	SC_03817
OG0001060	lcl|BK010829.1_prot_DAC77906.1_610	SC_01522	SC_03813
OG0001061	lcl|BK010829.1_prot_DAC77907.1_611	SC_01523	SC_03812
OG0001062	lcl|BK010829.1_prot_DAC77908.1_612	SC_01524	SC_03811
OG0001063	lcl|BK010829.1_prot_DAC77909.1_613	SC_01526	SC_03810
OG0001064	lcl|BK010829.1_prot_DAC77910.1_614	SC_01530	SC_03809
OG0001065	lcl|BK010829.1_prot_DAC77911.1_615	SC_01531	SC_03808
OG0001066	lcl|BK010829.1_prot_DAC77913.1_617	SC_01534	SC_03804
OG0001067	lcl|BK010829.1_prot_DAC77918.1_622	SC_01540	SC_03796
OG0001068	lcl|BK010829.1_prot_DAC77919.1_623	SC_01543	SC_03794
OG0001069	lcl|BK010829.1_prot_DAC77920.1_624	SC_01544	SC_03793
OG0001070	lcl|BK010829.1_prot_DAC77921.1_625	SC_01546	SC_03791
OG0001071	lcl|BK010829.1_prot_DAC77922.1_626	SC_01547	SC_03790
